index,time_seconds
0,0.023220
1,0.116100
2,0.423764
3,0.522449
4,0.621134
5,0.714014
6,0.801088
7,0.870748
8,0.922993
9,1.056508
10,1.195828
11,1.323537
12,1.515102
13,1.613787
14,1.724082
15,2.118821
16,2.420680
17,2.612245
18,2.821224
19,3.024399
20,3.111474
21,3.221769
