index,time_seconds
0,0.023220
1,0.394739
2,0.499229
3,0.899773
4,1.091338
5,1.323537
6,1.578957
7,1.729887
8,1.944671
9,2.107211
10,2.385850
11,2.600635
12,2.867664
13,3.006984
