index,time_seconds
0,0.034830
1,0.325079
2,0.731429
3,0.876553
4,1.085533
5,1.323537
6,2.043356
7,2.333605
8,2.705125
9,2.972154
10,3.233379
11,3.453968
12,3.599093
13,3.761633
14,4.046077
15,4.765896
16,5.479909
17,5.793379
18,6.524807
19,6.786032
20,7.035646
21,7.296871
22,7.540680
23,7.784490
24,8.016689
25,8.301134
