index,time_seconds
0,0.208980
1,0.528254
2,1.457052
3,1.770522
4,2.722540
5,3.036009
6,3.186939
7,3.964807
8,4.284082
9,4.905215
10,5.230295
11,5.543764
12,5.694694
13,6.460952
14,6.791837
